model_id,model,seed,corruption,level,level_index,severity,metric,value,clean_value,degradation_from_clean_pp,source
standard_shufflenet_v2,Standard ShuffleNetV2,42,translation,light,0,2,macro_f1,0.7883422568,0.8038636153,1.552135844,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,translation,light,0,2,balanced_accuracy,0.7578399302,0.7821177848,2.427785461,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,translation,light,0,2,accuracy,0.9628030683,0.9673129553,0.450988706,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,translation,light,0,2,macro_f1,0.7957492476,0.8064110984,1.066185075,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,translation,light,0,2,balanced_accuracy,0.7718706958,0.7862752647,1.440456886,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,translation,light,0,2,accuracy,0.9642678179,0.9677755078,0.3507689936,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,translation,light,0,2,macro_f1,0.7888711436,0.804565105,1.569396136,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,translation,light,0,2,balanced_accuracy,0.7607799311,0.7879801505,2.720021944,new_inference
resnet18,ResNet18,42,translation,light,0,2,accuracy,0.9748679798,0.9786840381,0.3816058282,new_inference
resnet18,ResNet18,42,translation,light,0,2,macro_f1,0.8730273806,0.8882421734,1.521479279,new_inference
resnet18,ResNet18,42,translation,light,0,2,balanced_accuracy,0.8559530172,0.8748348081,1.888179087,new_inference
resnet18,ResNet18,123,translation,light,0,2,accuracy,0.9757930848,0.978645492,0.28524072,new_inference
resnet18,ResNet18,123,translation,light,0,2,macro_f1,0.8805205732,0.8915091587,1.098858543,new_inference
resnet18,ResNet18,123,translation,light,0,2,balanced_accuracy,0.8644475199,0.8774332636,1.298574377,new_inference
resnet18,ResNet18,2026,translation,light,0,2,accuracy,0.9760629071,0.9783756697,0.2312762595,new_inference
resnet18,ResNet18,2026,translation,light,0,2,macro_f1,0.8782136907,0.8880141331,0.9800442424,new_inference
resnet18,ResNet18,2026,translation,light,0,2,balanced_accuracy,0.8603211907,0.8775136953,1.719250456,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,translation,medium,1,5,accuracy,0.9276876229,0.9681609683,4.047334541,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,translation,medium,1,5,macro_f1,0.6321655087,0.8038636153,17.16981066,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,translation,medium,1,5,balanced_accuracy,0.62110963,0.7821177848,16.10081548,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,translation,medium,1,5,accuracy,0.9232162818,0.9673129553,4.409667348,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,translation,medium,1,5,macro_f1,0.6397016046,0.8064110984,16.67094938,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,translation,medium,1,5,balanced_accuracy,0.6297203631,0.7862752647,15.65549016,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,translation,medium,1,5,accuracy,0.9328142466,0.9677755078,3.496126123,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,translation,medium,1,5,macro_f1,0.6309263645,0.804565105,17.36387405,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,translation,medium,1,5,balanced_accuracy,0.6219025685,0.7879801505,16.60775821,new_inference
resnet18,ResNet18,42,translation,medium,1,5,accuracy,0.9389045215,0.9786840381,3.977951663,new_inference
resnet18,ResNet18,42,translation,medium,1,5,macro_f1,0.7025279116,0.8882421734,18.57142618,new_inference
resnet18,ResNet18,42,translation,medium,1,5,balanced_accuracy,0.7209782441,0.8748348081,15.3856564,new_inference
resnet18,ResNet18,123,translation,medium,1,5,accuracy,0.9439925992,0.978645492,3.465289288,new_inference
resnet18,ResNet18,123,translation,medium,1,5,macro_f1,0.7146023494,0.8915091587,17.69068093,new_inference
resnet18,ResNet18,123,translation,medium,1,5,balanced_accuracy,0.7266054554,0.8774332636,15.08278083,new_inference
resnet18,ResNet18,2026,translation,medium,1,5,accuracy,0.9406005474,0.9783756697,3.777512238,new_inference
resnet18,ResNet18,2026,translation,medium,1,5,macro_f1,0.7104354157,0.8880141331,17.75787175,new_inference
resnet18,ResNet18,2026,translation,medium,1,5,balanced_accuracy,0.7212446928,0.8775136953,15.62690024,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,translation,heavy,2,8,accuracy,0.8897197703,0.9681609683,7.844119801,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,translation,heavy,2,8,macro_f1,0.4688733053,0.8038636153,33.49903099,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,translation,heavy,2,8,balanced_accuracy,0.4857265686,0.7821177848,29.63912162,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,translation,heavy,2,8,accuracy,0.8934972825,0.9673129553,7.381567282,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,translation,heavy,2,8,macro_f1,0.4816986804,0.8064110984,32.4712418,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,translation,heavy,2,8,balanced_accuracy,0.4896568616,0.7862752647,29.66184031,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,translation,heavy,2,8,accuracy,0.9017075897,0.9677755078,6.606791813,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,translation,heavy,2,8,macro_f1,0.4950876821,0.804565105,30.94774229,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,translation,heavy,2,8,balanced_accuracy,0.5122329595,0.7879801505,27.57471911,new_inference
resnet18,ResNet18,42,translation,heavy,2,8,accuracy,0.9005126624,0.9786840381,7.817137571,new_inference
resnet18,ResNet18,42,translation,heavy,2,8,macro_f1,0.5625910635,0.8882421734,32.56511099,new_inference
resnet18,ResNet18,42,translation,heavy,2,8,balanced_accuracy,0.6135924199,0.8748348081,26.12423882,new_inference
resnet18,ResNet18,123,translation,heavy,2,8,accuracy,0.9104575415,0.978645492,6.818795051,new_inference
resnet18,ResNet18,123,translation,heavy,2,8,macro_f1,0.5649274816,0.8915091587,32.65816771,new_inference
resnet18,ResNet18,123,translation,heavy,2,8,balanced_accuracy,0.607240701,0.8774332636,27.01925626,new_inference
resnet18,ResNet18,2026,translation,heavy,2,8,accuracy,0.8971591566,0.9783756697,8.121651312,new_inference
resnet18,ResNet18,2026,translation,heavy,2,8,macro_f1,0.5503980661,0.8880141331,33.76160671,new_inference
resnet18,ResNet18,2026,translation,heavy,2,8,balanced_accuracy,0.5961823012,0.8775136953,28.13313941,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,local_missing,light,0,8,accuracy,0.966118028,0.9681609683,0.2042940292,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,local_missing,light,0,8,macro_f1,0.7921519804,0.8038636153,1.17116349,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,local_missing,light,0,8,balanced_accuracy,0.7590922821,0.7821177848,2.302550277,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,local_missing,light,0,8,accuracy,0.9650387388,0.9673129553,0.2274216552,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,local_missing,light,0,8,macro_f1,0.7875699839,0.8064110984,1.884111451,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,local_missing,light,0,8,balanced_accuracy,0.7594944811,0.7862752647,2.678078363,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,local_missing,light,0,8,accuracy,0.9664263963,0.9677755078,0.1349111514,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,local_missing,light,0,8,macro_f1,0.7913267542,0.804565105,1.323835084,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,local_missing,light,0,8,balanced_accuracy,0.7569354223,0.7879801505,3.10447283,new_inference
resnet18,ResNet18,42,local_missing,light,0,8,accuracy,0.9766410978,0.9786840381,0.2042940292,new_inference
resnet18,ResNet18,42,local_missing,light,0,8,macro_f1,0.874126768,0.8882421734,1.411540541,new_inference
resnet18,ResNet18,42,local_missing,light,0,8,balanced_accuracy,0.8508210877,0.8748348081,2.401372041,new_inference
resnet18,ResNet18,123,local_missing,light,0,8,accuracy,0.9761785453,0.978645492,0.2466946768,new_inference
resnet18,ResNet18,123,local_missing,light,0,8,macro_f1,0.8733842165,0.8915091587,1.812494217,new_inference
resnet18,ResNet18,123,local_missing,light,0,8,balanced_accuracy,0.8478057418,0.8774332636,2.962752187,new_inference
resnet18,ResNet18,2026,local_missing,light,0,8,accuracy,0.9770265582,0.9783756697,0.1349111514,new_inference
resnet18,ResNet18,2026,local_missing,light,0,8,macro_f1,0.8780270096,0.8880141331,0.9987123507,new_inference
resnet18,ResNet18,2026,local_missing,light,0,8,balanced_accuracy,0.856092073,0.8775136953,2.142162223,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,local_missing,medium,1,16,accuracy,0.9608757661,0.9681609683,0.7285202174,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,local_missing,medium,1,16,macro_f1,0.758322492,0.8038636153,4.554112328,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,local_missing,medium,1,16,balanced_accuracy,0.7076595005,0.7821177848,7.445828437,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,local_missing,medium,1,16,accuracy,0.959912115,0.9673129553,0.7400840304,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,local_missing,medium,1,16,macro_f1,0.7537747945,0.8064110984,5.263630389,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,local_missing,medium,1,16,balanced_accuracy,0.7032620532,0.7862752647,8.301321152,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,local_missing,medium,1,16,accuracy,0.9610299503,0.9677755078,0.6745557569,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,local_missing,medium,1,16,macro_f1,0.7613719211,0.804565105,4.319318385,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,local_missing,medium,1,16,balanced_accuracy,0.716838227,0.7879801505,7.114192358,new_inference
resnet18,ResNet18,42,local_missing,medium,1,16,accuracy,0.9710133755,0.9786840381,0.7670662606,new_inference
resnet18,ResNet18,42,local_missing,medium,1,16,macro_f1,0.8396761058,0.8882421734,4.856606761,new_inference
resnet18,ResNet18,42,local_missing,medium,1,16,balanced_accuracy,0.8004048475,0.8748348081,7.442996054,new_inference
resnet18,ResNet18,123,local_missing,medium,1,16,accuracy,0.9711290136,0.978645492,0.7516478433,new_inference
resnet18,ResNet18,123,local_missing,medium,1,16,macro_f1,0.8451503529,0.8915091587,4.635880576,new_inference
resnet18,ResNet18,123,local_missing,medium,1,16,balanced_accuracy,0.7998266799,0.8774332636,7.760658375,new_inference
resnet18,ResNet18,2026,local_missing,medium,1,16,accuracy,0.9713988359,0.9783756697,0.6976833828,new_inference
resnet18,ResNet18,2026,local_missing,medium,1,16,macro_f1,0.8305836344,0.8880141331,5.743049876,new_inference
resnet18,ResNet18,2026,local_missing,medium,1,16,balanced_accuracy,0.7838266796,0.8775136953,9.368701567,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,local_missing,heavy,2,24,accuracy,0.9524341826,0.9681609683,1.572678565,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,local_missing,heavy,2,24,macro_f1,0.6892569056,0.8038636153,11.46067097,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,local_missing,heavy,2,24,balanced_accuracy,0.6221024088,0.7821177848,16.0015376,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,local_missing,heavy,2,24,accuracy,0.9523956366,0.9673129553,1.491731874,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,local_missing,heavy,2,24,macro_f1,0.6770246097,0.8064110984,12.93864887,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,local_missing,heavy,2,24,balanced_accuracy,0.6021190929,0.7862752647,18.41561718,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,local_missing,heavy,2,24,accuracy,0.9521643603,0.9677755078,1.561114752,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,local_missing,heavy,2,24,macro_f1,0.6800141928,0.804565105,12.45509122,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,local_missing,heavy,2,24,balanced_accuracy,0.6076840803,0.7879801505,18.02960703,new_inference
resnet18,ResNet18,42,local_missing,heavy,2,24,accuracy,0.9612226805,0.9786840381,1.746135759,new_inference
resnet18,ResNet18,42,local_missing,heavy,2,24,macro_f1,0.7753688091,0.8882421734,11.28733643,new_inference
resnet18,ResNet18,42,local_missing,heavy,2,24,balanced_accuracy,0.7151322217,0.8748348081,15.97025863,new_inference
resnet18,ResNet18,123,local_missing,heavy,2,24,accuracy,0.9618008711,0.978645492,1.68446209,new_inference
resnet18,ResNet18,123,local_missing,heavy,2,24,macro_f1,0.7783377469,0.8915091587,11.31714118,new_inference
resnet18,ResNet18,123,local_missing,heavy,2,24,balanced_accuracy,0.7094973119,0.8774332636,16.79359518,new_inference
resnet18,ResNet18,2026,local_missing,heavy,2,24,accuracy,0.9613768647,0.9783756697,1.699880507,new_inference
resnet18,ResNet18,2026,local_missing,heavy,2,24,macro_f1,0.7633327649,0.8880141331,12.46813683,new_inference
resnet18,ResNet18,2026,local_missing,heavy,2,24,balanced_accuracy,0.6949518773,0.8775136953,18.2561818,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,rotation,light,0,2,accuracy,0.9691631654,0.9681609683,-0.1002197124,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,rotation,light,0,2,macro_f1,0.8077420141,0.8038636153,-0.387839882,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,rotation,light,0,2,balanced_accuracy,0.7904033069,0.7821177848,-0.8285522081,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,rotation,light,0,2,accuracy,0.9681609683,0.9673129553,-0.08480129515,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,rotation,light,0,2,macro_f1,0.8020576757,0.8064110984,0.435342267,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,rotation,light,0,2,balanced_accuracy,0.780875175,0.7862752647,0.540008967,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,rotation,light,0,2,accuracy,0.9684693366,0.9677755078,-0.06938287785,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,rotation,light,0,2,macro_f1,0.8088269301,0.804565105,-0.4261825097,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,rotation,light,0,2,balanced_accuracy,0.7951873227,0.7879801505,-0.7207172129,new_inference
resnet18,ResNet18,42,rotation,light,0,2,accuracy,0.9790309525,0.9786840381,-0.03469143892,new_inference
resnet18,ResNet18,42,rotation,light,0,2,macro_f1,0.8899124929,0.8882421734,-0.1670319475,new_inference
resnet18,ResNet18,42,rotation,light,0,2,balanced_accuracy,0.8770064178,0.8748348081,-0.2171609692,new_inference
resnet18,ResNet18,123,rotation,light,0,2,accuracy,0.978645492,0.978645492,-1.110223025e-14,new_inference
resnet18,ResNet18,123,rotation,light,0,2,macro_f1,0.8911806974,0.8915091587,0.03284612469,new_inference
resnet18,ResNet18,123,rotation,light,0,2,balanced_accuracy,0.8785807498,0.8774332636,-0.1147486127,new_inference
resnet18,ResNet18,2026,rotation,light,0,2,accuracy,0.978645492,0.9783756697,-0.02698223027,new_inference
resnet18,ResNet18,2026,rotation,light,0,2,macro_f1,0.8886295492,0.8880141331,-0.06154160162,new_inference
resnet18,ResNet18,2026,rotation,light,0,2,balanced_accuracy,0.8761880044,0.8775136953,0.1325690836,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,rotation,medium,1,5,accuracy,0.9696257179,0.9681609683,-0.1464749643,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,rotation,medium,1,5,macro_f1,0.8087880752,0.8038636153,-0.49244599,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,rotation,medium,1,5,balanced_accuracy,0.7993129965,0.7821177848,-1.719521167,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,rotation,medium,1,5,accuracy,0.9688933431,0.9673129553,-0.1580387773,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,rotation,medium,1,5,macro_f1,0.8143046258,0.8064110984,-0.7893527458,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,rotation,medium,1,5,balanced_accuracy,0.7962562362,0.7862752647,-0.9980971463,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,rotation,medium,1,5,accuracy,0.9689704352,0.9677755078,-0.1194927341,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,rotation,medium,1,5,macro_f1,0.8069909049,0.804565105,-0.2425799885,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,rotation,medium,1,5,balanced_accuracy,0.7994044253,0.7879801505,-1.142427475,new_inference
resnet18,ResNet18,42,rotation,medium,1,5,accuracy,0.9783756697,0.9786840381,0.0308368346,new_inference
resnet18,ResNet18,42,rotation,medium,1,5,macro_f1,0.8848956083,0.8882421734,0.334656505,new_inference
resnet18,ResNet18,42,rotation,medium,1,5,balanced_accuracy,0.8691864574,0.8748348081,0.564835066,new_inference
resnet18,ResNet18,123,rotation,medium,1,5,accuracy,0.9779131172,0.978645492,0.07323748217,new_inference
resnet18,ResNet18,123,rotation,medium,1,5,macro_f1,0.8861339845,0.8915091587,0.5375174143,new_inference
resnet18,ResNet18,123,rotation,medium,1,5,balanced_accuracy,0.8728057103,0.8774332636,0.4627553332,new_inference
resnet18,ResNet18,2026,rotation,medium,1,5,accuracy,0.9793007748,0.9783756697,-0.0925105038,new_inference
resnet18,ResNet18,2026,rotation,medium,1,5,macro_f1,0.8938020213,0.8880141331,-0.5787888205,new_inference
resnet18,ResNet18,2026,rotation,medium,1,5,balanced_accuracy,0.8804571167,0.8775136953,-0.294342148,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,rotation,heavy,2,10,accuracy,0.9681224222,0.9681609683,0.003854604325,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,rotation,heavy,2,10,macro_f1,0.8025995525,0.8038636153,0.1264062707,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,42,rotation,heavy,2,10,balanced_accuracy,0.787811524,0.7821177848,-0.5693739172,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,rotation,heavy,2,10,accuracy,0.9684693366,0.9673129553,-0.1156381297,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,rotation,heavy,2,10,macro_f1,0.8114599561,0.8064110984,-0.5048857709,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,123,rotation,heavy,2,10,balanced_accuracy,0.7907190656,0.7862752647,-0.4443800887,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,rotation,heavy,2,10,accuracy,0.9676213237,0.9677755078,0.0154184173,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,rotation,heavy,2,10,macro_f1,0.8049189477,0.804565105,-0.03538427439,new_inference
standard_shufflenet_v2,Standard ShuffleNetV2,2026,rotation,heavy,2,10,balanced_accuracy,0.7923939437,0.7879801505,-0.4413793112,new_inference
resnet18,ResNet18,42,rotation,heavy,2,10,accuracy,0.9779516633,0.9786840381,0.07323748217,new_inference
resnet18,ResNet18,42,rotation,heavy,2,10,macro_f1,0.8859410515,0.8882421734,0.2301121872,new_inference
resnet18,ResNet18,42,rotation,heavy,2,10,balanced_accuracy,0.8722968389,0.8748348081,0.253796923,new_inference
resnet18,ResNet18,123,rotation,heavy,2,10,accuracy,0.9781443935,0.978645492,0.05010985622,new_inference
resnet18,ResNet18,123,rotation,heavy,2,10,macro_f1,0.8915750398,0.8915091587,-0.006588112962,new_inference
resnet18,ResNet18,123,rotation,heavy,2,10,balanced_accuracy,0.8741994221,0.8774332636,0.3233841538,new_inference
resnet18,ResNet18,2026,rotation,heavy,2,10,accuracy,0.977681841,0.9783756697,0.06938287785,new_inference
resnet18,ResNet18,2026,rotation,heavy,2,10,macro_f1,0.8888771373,0.8880141331,-0.0863004177,new_inference
resnet18,ResNet18,2026,rotation,heavy,2,10,balanced_accuracy,0.8755917915,0.8775136953,0.1921903762,new_inference
