seed,accuracy,macro_f1,balanced_accuracy,seconds
42,0.9774120186562849,0.8820887040234031,0.871237814343309,18.808939624999766
123,0.9778360251320202,0.8751953887123474,0.8521181043586762,17.301845416994183
2026,0.9800331495971939,0.899930992124361,0.889607391378989,17.36795862500003
